timestamp,temperature,humidity,location,sensor_id,unit_temp,unit_humidity,sampling_rate,data_quality
2024-01-01 00:43:00,21.703560769123687,49.450161881445396,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 00:44:00,21.05035999862691,44.888727777403304,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 00:45:00,21.957548461021084,46.01746839063684,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 00:46:00,22.181142100197665,48.2548600291903,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 00:47:00,20.716947127698354,40.04976821112815,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 00:48:00,22.149208650761498,47.26316032851307,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 00:49:00,22.35643742774558,43.56518161526463,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 00:50:00,21.310390103857618,44.90691448953583,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 00:51:00,21.328478252391566,44.12463436683179,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 00:52:00,21.847058827588132,47.200242369579605,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 00:53:00,20.893365544888848,46.374708575219316,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 00:54:00,21.47237719787079,44.46656552487344,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 00:55:00,21.600254832813107,40.57267476362856,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 00:56:00,23.518325057923526,58.48438614218867,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 00:57:00,21.538814366358082,46.69375305172847,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 00:58:00,22.713666527836008,40.69363933849077,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 00:59:00,21.94313007713424,46.80580738006226,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:00:00,21.103659637374076,50.69527967346396,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:01:00,21.41690103403969,43.314444447835555,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:02:00,20.92027263455575,43.114888731098006,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:03:00,23.14228385314869,45.38226377869537,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:04:00,21.627901404841523,47.59792012364841,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:05:00,22.761463424540842,49.62476472536741,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:06:00,21.253813987160516,52.144748778560924,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:07:00,22.053016257772914,50.0379766974735,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:08:00,22.417480479817478,46.58250235022777,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:09:00,22.37814051707045,39.62568272006932,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:10:00,22.07751428166263,51.903295202447616,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:11:00,21.090699899488367,50.15870771678919,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:12:00,22.031544351758495,38.725806897825365,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:13:00,22.788270589499813,50.59237102310851,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:14:00,21.830142588313276,47.17781736849056,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:15:00,21.470301218661962,47.16787095422946,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:16:00,19.94198522441339,49.546797904257225,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:17:00,23.59848030727428,46.509349344632476,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:18:00,22.12188796158714,50.4169877602314,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:19:00,22.346747672211997,42.088799950882795,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:20:00,22.694584460743766,52.603091729673736,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:21:00,21.70805171386762,40.0045779623323,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:22:00,23.15810271583033,33.75458922045909,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:23:00,23.193603554416118,45.05849328669891,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:24:00,23.817243406511626,42.86754153928753,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:25:00,21.77670119008371,46.18068488531225,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:26:00,23.530110749006354,50.2777487316522,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:27:00,22.289645449218014,40.47918311941416,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:28:00,20.945250948519522,48.671003728080535,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:29:00,21.463767301709943,50.10960226842287,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:30:00,24.22527277579924,49.20798372065731,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:31:00,21.457981915844044,42.48686893803814,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:32:00,20.801972277149144,45.437859041123254,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:33:00,21.696975621628173,41.34182924186623,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:34:00,23.6652590257626,39.06283870816269,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:35:00,23.89780332033088,48.59638634801239,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:36:00,22.335914519476844,50.292607603028465,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:37:00,22.52738300017537,43.373093847600465,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:38:00,21.75813049628693,41.430536916208105,Beijing,DHT22-01,Celsius,%,1min,good
2024-01-01 01:39:00,21.93637569217444,41.51321304759429,Beijing,DHT22-01,Celsius,%,1min,good
